user_id,full_name,position,department,Управление,Отдел,location,Роль,status,access_level,Initial password,,,,,
user335,фио335,Кладовщик готовой продукции,Производственный блок,Переработка и хранение,Склад ГП,Краснодар,Кладовщик,активный ,Medium,TX0i#s_H)=0!hj&3,,,,,
user336,фио336,Инженер-энергетик,Производственный блок,Переработка и хранение,Техобслуживание,Краснодар,Энергетик,активный ,Medium,a*!QlCQ@{wO8AyY,,,,,
user337,фио337,Машинист котельной,Производственный блок,Переработка и хранение,Энергетика,Воронеж,Машинист,активный ,Medium,Q(8S0v<3Ap]Wl.kGjvGP,,,,,
user338,фио338,Старший оператор элеватора,Производственный блок,Переработка и хранение,Элеватор Ростов,Ростов-на-Дону,Старший оператор,активный ,Medium,H*g>8m3ISM|1R:,,,,,
user339,фио339,Инженер ПТО,Производственный блок,Переработка и хранение,Технический отдел,Ростов-на-Дону,Инженер ПТО,активный ,Medium,i3@Qb@=L1()63*ggD|,,,,,
user340,фио340,Электромеханик,Производственный блок,Переработка и хранение,Техобслуживание,Волгоград,Электромеханик,активный ,Medium,}T{6{#h=R?5k,,,,,
user341,фио341,Логист по речным перевозкам,Логистический блок,Логистика и порты,Речные перевозки,Волгоград,Логист,активный ,Medium,"P@08N,H6<uJv9{Yb",,,,,
user342,фио342,Диспетчер речного флота,Логистический блок,Логистика и порты,Речной транспорт,Волгоград,Диспетчер,активный ,Medium,PImj79h}nKMEh0kESNz^,,,,,
user343,фио343,Оператор котельной,Производственный блок,Переработка и хранение,Энергетика,Самара,Оператор котельной,активный ,Medium,gC_KBa7tLh;&,,,,,
user344,фио344,Механик элеватора,Производственный блок,Переработка и хранение,Техобслуживание,Самара,Механик,активный ,Medium,gANIW1@hJph]ndTch,,,,,
user345,фио345,Старший механик,Производственный блок,Переработка и хранение,Техобслуживание,Тамань,Старший механик,активный ,Medium,JZno5TGX+bAsR-M,,,,,
user346,фио346,Энергетик,Производственный блок,Переработка и хранение,Энергоснабжение,Тамань,Энергетик,активный ,Medium,K.5tiVYKqI<55P4/}[m,,,,,
user347,фио347,Водитель-курьер,Москва,Административно-хозяйственная,Офис Москва,,Водитель,активный ,Medium,"<,F>T7m6rtQ0",,,,,
user348,фио348,Офис-менеджер,Ростов-на-Дону,Административно-хозяйственная,Администрация,,Администратор,активный ,Medium,mzG1qTPN|-C}Z,,,,,
user349,фио349,Уборщица,Москва,Административно-хозяйственная,Клининг,,Уборщик помещений,активный ,Medium,a=:x5<A]j8%K@,,,,,
user350,фио350,Охранник объекта,Краснодар,Административно-хозяйственная,Физическая безопасность,,Охранник,активный ,Medium,XFxw@D6Mz^}Sh(>^+f7,,,,,
user351,фио351,Оператор сушилки,Производственный блок,Переработка и хранение,Элеватор Саратов,Саратов,Оператор,активный ,Medium,_8IsU:tfH7n1,,,,,
user352,фио352,Кладовщик порта,Логистический блок,Логистика и порты,Портовый склад,Новороссийск,Кладовщик,активный ,Medium,"kus,S-[xm-v3onSd",,,,,
user353,фио353,Лаборант портового терминала,Логистический блок,Логистика и порты,Качество зерна,Новороссийск,Лаборант,активный ,Medium,{MbgBorx])eu1%*,,,,,
user354,фио354,Логист-контейнеры,Логистический блок,Логистика и порты,Контейнерные перевозки,Новороссийск,Логист,активный ,Medium,M8)8;EQ5+rVk9=T#<1?,,,,,
user355,фио355,Супервайзер порта,Логистический блок,Логистика и порты,Терминал Новороссийск,Новороссийск,Супервайзер,активный ,Medium,"NR{fft1Jax|3,",,,,,
user356,фио356,Тальман-счётчик,Логистический блок,Логистика и порты,Учёт грузов,Новороссийск,Тальман,активный ,Medium,wIi2F!7cYcC7cqQr3,,,,,
user357,фио357,Водитель-экспедитор,Логистический блок,Логистика и порты,Автопарк Новороссийск,Новороссийск,Водитель,активный ,Medium,M{aMON2?MZ2W<,,,,,
user358,фио358,Кладовщик,Логистический блок,Логистика и порты,Склад запчастей,Новороссийск,Кладовщик,активный ,Medium,)5ej]oCL()uH}P,,,,,
user359,фио359,Охранник склада,Новороссийск,Административно-хозяйственная,Физическая безопасность,,Охранник,активный ,Medium,"}X_,5>5aZaQ=AZCd.^8",,,,,
user360,фио360,Уборщик территории,Тамань,Административно-хозяйственная,Клининг,,Уборщик,активный ,Medium,H72H=IWL;L1?)MTd5vH,,,,,
user361,фио361,Оператор элеватора,Производственный блок,Переработка и хранение,Элеватор Самара,Самара,Оператор АСУ,активный ,Medium,L2{B.EUtMub),,,,,
user362,фио362,Лаборант,Производственный блок,Переработка и хранение,Лаборатория элеватора,Самара,Лаборант,активный ,Medium,agKYl&04l;07E-[SY,,,,,
user363,фио363,Электрик,Производственный блок,Переработка и хранение,Техобслуживание,Самара,Электрик,активный ,Medium,63ITO^hIBd=*,,,,,
user364,фио364,Слесарь-ремонтник,Производственный блок,Переработка и хранение,Ремонтная бригада,Самара,Слесарь,активный ,Medium,TXp.Y/ViXfI8E60*,,,,,
user365,фио365,Водитель погрузчика,Производственный блок,Переработка и хранение,Элеватор Самара,Самара,Водитель ССТ,активный ,Medium,EseiIe]];1;Qot,,,,,
user366,фио366,Кладовщик,Производственный блок,Переработка и хранение,Складской учёт,Самара,Кладовщик,активный ,Medium,sscaVL(J%p?=J5,,,,,
user367,фио367,Оператор МЭЗа,Производственный блок,Переработка и хранение,МЭЗ Краснодар,Краснодар,Оператор,активный ,Medium,ot-N2cbO}F(_0,,,,,
user368,фио368,Лаборант химик,Производственный блок,Переработка и хранение,Лаборатория МЭЗ,Краснодар,Лаборант,активный ,Medium,y3TGJ7b{:J2+Lqh1](H,,,,,
user369,фио369,Инженер КИПиА,Производственный блок,Переработка и хранение,Техобслуживание,Краснодар,Инженер КИП,активный ,Medium,6j|Lc1%bFFp-.^y5T&8,,,,,
user370,фио370,Мастер смены МЭЗа,Производственный блок,Переработка и хранение,МЭЗ Краснодар,Краснодар,Мастер смены,активный ,Medium,2-lUq/CK75.dG&Ue?,,,,,
user371,фио371,Логист ж/д перевозок,Логистический блок,Логистика и порты,Ж/д перевозки,Ростов-на-Дону,Логист,активный ,Medium,5yanKP]^m2YV/dWIW;-j,,,,,
user372,фио372,Диспетчер ж/д,Логистический блок,Логистика и порты,Ж/д перевозки,Ростов-на-Дону,Диспетчер,активный ,Medium,Z|ziu&dgSS<D$ztM(9A5,,,,,
user373,фио373,Водитель-экспедитор,Логистический блок,Логистика и порты,Автопарк Ростов,Ростов-на-Дону,Водитель,активный ,Medium,T3[x-n^2]%fwb:S*,,,,,
user374,фио374,Охранник,Ростов-на-Дону,Административно-хозяйственная,Физическая безопасность,,Охранник,активный ,Medium,KH(}ytocrr>phM0W,,,,,
user375,фио375,Уборщик территории,Воронеж,Административно-хозяйственная,Клининг,,Уборщик,активный ,Medium,g_9r[6u$Fc0fCn6y,,,,,
user376,фио376,Оператор элеватора,Производственный блок,Переработка и хранение,Элеватор Воронеж,Воронеж,Оператор АСУ,активный ,Medium,Rg]I/J:g2RwhT;dITH0,,,,,
user377,фио377,Лаборант,Производственный блок,Переработка и хранение,Лаборатория Воронеж,Воронеж,Лаборант,активный ,Medium,LJR+U}Q!9_xxbp}R>rX,,,,,
user378,фио378,Электрик,Производственный блок,Переработка и хранение,Техобслуживание,Воронеж,Электрик,активный ,Medium,Y)VVxw5AK^7D{yKb,,,,,
user379,фио379,Слесарь-ремонтник,Производственный блок,Переработка и хранение,Ремонтная бригада,Воронеж,Слесарь,активный ,Medium,915?)}Zzt1rPC[#*,,,,,
user380,фио380,Водитель погрузчика,Производственный блок,Переработка и хранение,Элеватор Воронеж,Воронеж,Водитель ССТ,активный ,Medium,/U4qKeLh:ALltE),,,,,
user381,фио381,Оператор МЭЗа,Производственный блок,Переработка и хранение,МЭЗ Воронеж,Воронеж,Оператор,активный ,Medium,t*5#VQsh1M8;2=&.D6,,,,,
user382,фио382,Лаборант химик,Производственный блок,Переработка и хранение,Лаборатория МЭЗ,Воронеж,Лаборант,активный ,Medium,Z<-#If2@dJl*{J+f,,,,,
user383,фио383,Инженер КИПиА,Производственный блок,Переработка и хранение,Техобслуживание,Воронеж,Инженер КИП,активный ,Medium,c-:rGSLpz/7}0Xw{17,,,,,
user384,фио384,Мастер смены МЭЗа,Производственный блок,Переработка и хранение,МЭЗ Воронеж,Воронеж,Мастер смены,активный ,Medium,"&o-}23|39jG_xu,p>)d",,,,,
user385,фио385,Логист авто,Логистический блок,Логистика и порты,Автоперевозки,Новороссийск,Логист,активный ,Medium,|0?0Db<TpO2?C-{gu,,,,,
user386,фио386,Водитель-экспедитор,Логистический блок,Логистика и порты,Автопарк Новороссийск,Новороссийск,Водитель,активный ,Medium,s2%zdJJxmv@K,,,,,
user387,фио387,Охранник терминала,Новороссийск,Административно-хозяйственная,Физическая безопасность,,Охранник,активный ,Medium,6jj$DW--#;ney8bKj,,,,,
user388,фио388,Уборщик портовых помещений,Новороссийск,Административно-хозяйственная,Клининг,,Уборщик,активный ,Medium,jC$tW3DDwDk?$;6J8,,,,,
user389,фио389,Оператор элеватора,Производственный блок,Переработка и хранение,Элеватор Тамань,Тамань,Оператор АСУ,активный ,Medium,@03qT{qE3Dl<7&>i,,,,,
user390,фио390,Сварщик,Производственный блок,Переработка и хранение,Ремонтная служба,Тамань,Сварщик 6 разряда,активный ,Medium,W&n:*#&w*uO7,,,,,
user391,фио391,Электромонтёр,Производственный блок,Переработка и хранение,Техобслуживание,Тамань,Электрик,активный ,Medium,$IQle6RJAe=S&#HN?&#,,,,,
user392,фио392,Кладовщик,Производственный блок,Переработка и хранение,Складской учёт,Тамань,Кладовщик,активный ,Medium,"88g@#%gM,cF^9OgYsgXe",,,,,
user393,фио393,Охранник элеватора,Тамань,Административно-хозяйственная,Физическая безопасность,,Охранник,активный ,Medium,"Ry*Fbm,Ny1R^W",,,,,
user394,фио394,Уборщик территории,Тамань,Административно-хозяйственная,Клининг,,Уборщик,активный ,Medium,pUwt^Qm.4:eTK=v,,,,,
user395,фио395,Оператор весовой,Производственный блок,Переработка и хранение,Элеватор Саратов,Саратов,Оператор,активный ,Medium,i5A[x0Az1RD&J],,,,,
user396,фио396,Кладовщик,Производственный блок,Переработка и хранение,Складской учёт,Саратов,Кладовщик,активный ,Medium,"yl{1Ob:OhQ%}D,|",,,,,
user397,фио397,Охранник элеватора,Саратов,Административно-хозяйственная,Физическая безопасность,,Охранник,активный ,Medium,k7jg}ct%;[0ZR,,,,,
user398,фио398,Уборщик территории,Саратов,Административно-хозяйственная,Клининг,,Уборщик,активный ,Medium,vXrm=y]9;qmZV,,,,,
user399,фио399,Логист ж/д перевозок,Логистический блок,Логистика и порты,Ж/д перевозки,Волгоград,Логист,активный ,Medium,0yjRF:Bt(_o8]z,,,,,
user400,фио400,Диспетчер ж/д,Логистический блок,Логистика и порты,Ж/д перевозки,Волгоград,Диспетчер,активный ,Medium,):0lkdUK|j1XRG3W_qd$,,,,,
user401,фио401,Водитель-экспедитор,Логистический блок,Логистика и порты,Автопарк Волгоград,Волгоград,Водитель,активный ,Medium,"b7yl:[*,6#A1B7>",,,,,
user402,фио402,Охранник,Волгоград,Административно-хозяйственная,Физическая безопасность,,Охранник,активный ,Medium,TnQ25v?a;.EZ0.{qYZ,,,,,
user403,фио403,Уборщик территории,Волгоград,Административно-хозяйственная,Клининг,,Уборщик,активный ,Medium,(86]Pi05Ev@yGANAvvf,,,,,
user404,фио404,Оператор элеватора,Производственный блок,Переработка и хранение,Элеватор Самара,Самара,Оператор АСУ,активный ,Medium,R2eYmKh0$?^U,,,,,
user405,фио405,Лаборант,Производственный блок,Переработка и хранение,Лаборатория элеватора,Самара,Лаборант,активный ,Medium,"=7qoesu_c&l(OB9,",,,,,
user406,фио406,Электрик,Производственный блок,Переработка и хранение,Техобслуживание,Самара,Электрик,активный ,Medium,"KEhD3tArXt<!2W&,",,,,,
user407,фио407,Слесарь-ремонтник,Производственный блок,Переработка и хранение,Ремонтная бригада,Самара,Слесарь,активный ,Medium,u)NRPvSs<S0G6]v2MN,,,,,
user408,фио408,Водитель погрузчика,Производственный блок,Переработка и хранение,Элеватор Самара,Самара,Водитель ССТ,активный ,Medium,".YuE(&,(a(Ta$7",,,,,
user409,фио409,Кладовщик,Производственный блок,Переработка и хранение,Складской учёт,Самара,Кладовщик,активный ,Medium,"(we1i|MTKvb!CY/,hQm-",,,,,
user410,фио410,Охранник элеватора,Самара,Административно-хозяйственная,Физическая безопасность,,Охранник,активный ,Medium,X;!bu7}@Nok9,,,,,
user411,фио411,Уборщик территории,Самара,Административно-хозяйственная,Клининг,,Уборщик,активный ,Medium,-9!o>]t9$MC3!l,,,,,
user412,фио412,Оператор МЭЗа,Производственный блок,Переработка и хранение,МЭЗ Краснодар,Краснодар,Оператор,активный ,Medium,hYw3]d|%dJ=dT91n,,,,,
user413,фио413,Лаборант химик,Производственный блок,Переработка и хранение,Лаборатория МЭЗ,Краснодар,Лаборант,активный ,Medium,)Lm:QvRF25TqaA,,,,,
user414,фио414,Инженер КИПиА,Производственный блок,Переработка и хранение,Техобслуживание,Краснодар,Инженер КИП,активный ,Medium,{kb:O$3quB!OS+-,,,,,
user415,фио415,Мастер смены МЭЗа,Производственный блок,Переработка и хранение,МЭЗ Краснодар,Краснодар,Мастер смены,активный ,Medium,)x6?(j=OMF{>Zb&+=7Qp,,,,,
user416,фио416,Логист морских перевозок,Логистический блок,Логистика и порты,Морские перевозки,Новороссийск,Логист SAP,активный ,Medium,3akIn/u#LK3:qAwgLU7I,,,,
user416,фио416,Логист морских перевозок,Логистический блок,Логистика и порты,Морские перевозки,Новороссийск,Логист SAP,активный ,Medium,3akIn/u#LK3:qAwgLU7I,,,,,
user417,фио417,Диспетчер порта,Логистический блок,Логистика и порты,Терминал Новороссийск,Новороссийск,Диспетчер,активный ,Medium,Qw!9eRty2$Gh7jK,,,,,
user418,фио418,Тальман,Логистический блок,Логистика и порты,Портовый учёт,Новороссийск,Тальман,активный ,Medium,"pL0mNbVcX1zA,sD",,,,,
user419,фио419,Охранник терминала,Новороссийск,Административно-хозяйственная,Физическая безопасность,,Охранник,активный ,Medium,9kLm2Px!vB3n,,,,,
user420,фио420,Уборщик портовых помещений,Новороссийск,Административно-хозяйственная,Клининг,,Уборщик,активный ,Low,X7cVbN9m!2Ko,,,,,
user421,фио421,Оператор элеватора,Производственный блок,Переработка и хранение,Элеватор Ростов,Ростов-на-Дону,Оператор АСУ,активный ,Low,8P8gTL*$tIGY,,,,,
user422,фио422,Лаборант,Производственный блок,Переработка и хранение,Лаборатория элеватора,Ростов-на-Дону,Лаборант,активный ,Medium,s1x+]|PZhHz^:ME|?ek,,,,,
user423,фио423,Электрик,Производственный блок,Переработка и хранение,Техобслуживание,Ростов-на-Дону,Электрик,активный ,Medium,Nn*Rp3EO9,58y(W(5=q,,,,,
user424,фио424,Слесарь-ремонтник,Производственный блок,Переработка и хранение,Ремонтная бригада,Ростов-на-Дону,Слесарь,активный ,Medium,.L5XeQ%*H+Kq63,,,,,
user425,фио425,Водитель погрузчика,Производственный блок,Переработка и хранение,Элеватор Ростов,Ростов-на-Дону,Водитель ССТ,активный ,Medium,!W/[m;Dry!p@sHZV2,,,,,
user426,фио426,Кладовщик,Производственный блок,Переработка и хранение,Складской учёт,Ростов-на-Дону,Кладовщик,активный ,Medium,B&dgC>8C0m#@H#/CxxO,,,,,
user427,фио427,Оператор МЭЗа,Производственный блок,Переработка и хранение,МЭЗ Воронеж,Воронеж,Оператор,активный ,Low,]l<XqrQY,(UB<c7CF4;,,,,,
user428,фио428,Лаборант химик,Производственный блок,Переработка и хранение,Лаборатория МЭЗ,Воронеж,Лаборант,активный ,Medium,$80uFm?p/}Q:a>Z,,,,,
user429,фио429,Инженер КИПиА,Производственный блок,Переработка и хранение,Техобслуживание,Воронеж,Инженер КИП,активный ,Medium,4uwt^7[NLW04#,,,,,
user430,фио430,Мастер смены МЭЗа,Производственный блок,Переработка и хранение,МЭЗ Воронеж,Воронеж,Мастер смены,активный ,Medium,vz2QG64Dr=J4x,,,,,
user431,фио431,Логист авто,Логистический блок,Логистика и порты,Автоперевозки,Краснодар,Логист,активный ,Medium,[L}]5{CJ=ztgW+du,,,,,
user432,фио432,Водитель-экспедитор,Логистический блок,Логистика и порты,Автопарк Краснодар,Краснодар,Водитель,активный ,Medium,1.It?8)KJ=UYj,,,,,
user433,фио433,Охранник,Краснодар,Административно-хозяйственная,Физическая безопасность,,Охранник,активный ,Medium,ND;,<XjsiuX9%*[$*uu2,,,,,
user434,фио434,Уборщик территории,Краснодар,Административно-хозяйственная,Клининг,,Уборщик,активный ,Low,{Yaix0isZ*Wn/+,,,,,
user435,фио435,Оператор весовой,Производственный блок,Переработка и хранение,Элеватор Саратов,Саратов,Оператор,активный ,Medium,aotgR^c)v4Z/,M/R8lY,,,,,
user436,фио436,Кладовщик,Производственный блок,Переработка и хранение,Складской учёт,Саратов,Кладовщик,активный ,Medium,$@N>6OdCl$>,67Aqbs(i,,,,,
user437,фио437,Охранник элеватора,Саратов,Административно-хозяйственная,Физическая безопасность,,Охранник,активный ,Medium,8QoIt/R53fR.,,,,,
user438,фио438,Уборщик территории,Саратов,Административно-хозяйственная,Клининг,,Уборщик,активный ,Medium,9fd871h1o<Znj,,,,,
user439,фио439,Логист ж/д перевозок,Логистический блок,Логистика и порты,Ж/д перевозки,Волгоград,Логист,активный ,Medium,W9Myf9bt$?G0lF.DKl+,,,,,
user440,фио440,Диспетчер ж/д,Логистический блок,Логистика и порты,Ж/д перевозки,Волгоград,Диспетчер,активный ,Medium,Qs{G_O8Kfj+4O55;,,,,,
user441,фио441,Водитель-экспедитор,Логистический блок,Логистика и порты,Автопарк Волгоград,Волгоград,Водитель,активный ,Medium,XA!?y^#o5-RADfT<W%+,,,,,
user442,фио442,Охранник,Волгоград,Административно-хозяйственная,Физическая безопасность,,Охранник,активный ,Medium,ybK]8(Y]:Hds_*3qz?J,,,,,
user443,фио443,Уборщик территории,Волгоград,Административно-хозяйственная,Клининг,,Уборщик,активный ,Medium,?gpt8_g.FQD*,,,,,
user444,фио444,Оператор элеватора,Производственный блок,Переработка и хранение,Элеватор Самара,Самара,Оператор АСУ,активный ,Medium,1N)Sey_,[/d1Z^sO!M,,,,,
user445,фио445,Лаборант,Производственный блок,Переработка и хранение,Лаборатория элеватора,Самара,Лаборант,активный ,Medium,%tCN,Dm5ti0,}q/,,,,,
user446,фио446,Электрик,Производственный блок,Переработка и хранение,Техобслуживание,Самара,Электрик,активный ,Medium,to$3(|)l3G#NW?PW,,,,,
user447,фио447,Слесарь-ремонтник,Производственный блок,Переработка и хранение,Ремонтная бригада,Самара,Слесарь,активный ,Medium,Tk&<_t$)_mB3zTD)(?:K,,,,,
user448,фио448,Водитель погрузчика,Производственный блок,Переработка и хранение,Элеватор Самара,Самара,Водитель ССТ,активный ,Medium,-S/Pl<l[^iAgBa3DiW=N,,,,,
user449,фио449,Кладовщик,Производственный блок,Переработка и хранение,Складской учёт,Самара,Кладовщик,активный ,Medium,*c*VmM4bglA3T0,,,,,
user450,фио450,Охранник элеватора,Самара,Административно-хозяйственная,Физическая безопасность,,Охранник,активный ,Low,-z:xPBdCduD_/1>se,,,,,
user451,фио451,Уборщик территории,Самара,Административно-хозяйственная,Клининг,,Уборщик,активный ,Low,rT2SeMnI^2^3^Iq,,,,,
user452,фио452,Оператор МЭЗа,Производственный блок,Переработка и хранение,МЭЗ Краснодар,Краснодар,Оператор,активный ,Medium,grVFdpsu%rX0o[,,,,,
user453,фио453,Лаборант химик,Производственный блок,Переработка и хранение,Лаборатория МЭЗ,Краснодар,Лаборант,активный ,Medium,Ig{T5om4372FUXIq,,,,,
user454,фио454,Инженер КИПиА,Производственный блок,Переработка и хранение,Техобслуживание,Краснодар,Инженер КИП,активный ,Medium,^i2SE9zpvYdj=+y}Tlo,,,,,
user455,фио455,Мастер смены МЭЗа,Производственный блок,Переработка и хранение,МЭЗ Краснодар,Краснодар,Мастер смены,активный ,Medium,aDY8%0[{tMEfqbN:Z}?U,,,,,
user456,фио456,Логист морских перевозок,Логистический блок,Логистика и порты,Морские перевозки,Новороссийск,Логист SAP,активный ,Medium,8#qmGeLV;?(F3@uq-,,,,,
user457,фио457,Диспетчер порта,Логистический блок,Логистика и порты,Терминал Новороссийск,Новороссийск,Диспетчер,активный ,Medium,TF%=]6jpX7S7,($3,,,,,
user458,фио458,Тальман,Логистический блок,Логистика и порты,Портовый учёт,Новороссийск,Тальман,активный ,Medium,zuti#D59bC$qo1PU,,,,,
user459,фио459,Охранник терминала,Новороссийск,Административно-хозяйственная,Физическая безопасность,,Охранник,активный ,Medium,VP(5Tj..zAzUI0%xS,,,,,
user460,фио460,Уборщик портовых помещений,Новороссийск,Административно-хозяйственная,Клининг,,Уборщик,активный ,Low,,DW3=kxu;?6K}k,,,,,
user461,фио461,Оператор элеватора,Производственный блок,Переработка и хранение,Элеватор Ростов,Ростов-на-Дону,Оператор АСУ,активный ,Low,8P8gTL*$tIGY,,,,,
user462,фио462,Лаборант,Производственный блок,Переработка и хранение,Лаборатория элеватора,Ростов-на-Дону,Лаборант,активный ,Medium,s1x+]|PZhHz^:ME|?ek,,,,,
user463,фио463,Электрик,Производственный блок,Переработка и хранение,Техобслуживание,Ростов-на-Дону,Электрик,активный ,Medium,Nn*Rp3EO9,58y(W(5=q,,,,,
user464,фио464,Слесарь-ремонтник,Производственный блок,Переработка и хранение,Ремонтная бригада,Ростов-на-Дону,Слесарь,активный ,Medium,.L5XeQ%*H+Kq63,,,,,
user465,фио465,Водитель погрузчика,Производственный блок,Переработка и хранение,Элеватор Ростов,Ростов-на-Дону,Водитель ССТ,активный ,Medium,!W/[m;Dry!p@sHZV2,,,,,
user466,фио466,Кладовщик,Производственный блок,Переработка и хранение,Складской учёт,Ростов-на-Дону,Кладовщик,активный ,Medium,B&dgC>8C0m#@H#/CxxO,,,,,
user467,фио467,Оператор МЭЗа,Производственный блок,Переработка и хранение,МЭЗ Воронеж,Воронеж,Оператор,активный ,Low,]l<XqrQY,(UB<c7CF4;,,,,,
user468,фио468,Лаборант химик,Производственный блок,Переработка и хранение,Лаборатория МЭЗ,Воронеж,Лаборант,активный ,Medium,$80uFm?p/}Q:a>Z,,,,,
user469,фио469,Инженер КИПиА,Производственный блок,Переработка и хранение,Техобслуживание,Воронеж,Инженер КИП,активный ,Medium,4uwt^7[NLW04#,,,,,
user470,фио470,Мастер смены МЭЗа,Производственный блок,Переработка и хранение,МЭЗ Воронеж,Воронеж,Мастер смены,активный ,Medium,vz2QG64Dr=J4x,,,,,
user471,фио471,Логист авто,Логистический блок,Логистика и порты,Автоперевозки,Краснодар,Логист,активный ,Medium,[L}]5{CJ=ztgW+du,,,,,
user472,фио472,Водитель-экспедитор,Логистический блок,Логистика и порты,Автопарк Краснодар,Краснодар,Водитель,активный ,Medium,1.It?8)KJ=UYj,,,,,
user473,фио473,Охранник,Краснодар,Административно-хозяйственная,Физическая безопасность,,Охранник,активный ,Medium,ND;,<XjsiuX9%*[$*uu2,,,,,
user474,фио474,Уборщик территории,Краснодар,Административно-хозяйственная,Клининг,,Уборщик,активный ,Low,{Yaix0isZ*Wn/+,,,,,
user475,фио475,Оператор весовой,Производственный блок,Переработка и хранение,Элеватор Саратов,Саратов,Оператор,активный ,Low,9ELxBB5DW_4#=tV,,,,,
user476,фио476,Кладовщик,Производственный блок,Переработка и хранение,Складской учёт,Саратов,Кладовщик,активный ,Medium,ct6q<CjTA8;,n%yqq<R,,,,,
user477,фио477,Охранник элеватора,Саратов,Административно-хозяйственная,Физическая безопасность,,Охранник,активный ,Low,elW[]<{KGhWVHc3,,,,,
user478,фио478,Уборщик территории,Саратов,Административно-хозяйственная,Клининг,,Уборщик,активный ,Low,4-$mAeSHpD>2*Tc}9L,,,,,
user479,фио479,Логист ж/д перевозок,Логистический блок,Логистика и порты,Ж/д перевозки,Волгоград,Логист,активный ,Low,^6py2$2*9cE7gH<98=0.,,,,,
user480,фио480,Диспетчер ж/д,Логистический блок,Логистика и порты,Ж/д перевозки,Волгоград,Диспетчер,активный ,Medium,[-zx-wL>gf@[4u8VW)R7,,,,,
user481,фио481,Водитель-экспедитор,Логистический блок,Логистика и порты,Автопарк Волгоград,Волгоград,Водитель,активный ,Medium,qZ15^Lj$Gn2s3,,,,,
user482,фио482,Охранник,Волгоград,Административно-хозяйственная,Физическая безопасность,,Охранник,активный ,Medium,RA@1^Dlf=&ab,,,,,
user483,фио483,Уборщик территории,Волгоград,Административно-хозяйственная,Клининг,,Уборщик,активный ,Low,9;NkypAqSMvXI4,,,,,
user484,фио484,Оператор элеватора,Производственный блок,Переработка и хранение,Элеватор Самара,Самара,Оператор АСУ,активный ,Low,2TaBu|i,l!1$Y^8q_]5,,,,,
user485,фио485,Лаборант,Производственный блок,Переработка и хранение,Лаборатория элеватора,Самара,Лаборант,активный ,Medium,;/2/2OI{vPc+r6,,,,,
user486,фио486,Электрик,Производственный блок,Переработка и хранение,Техобслуживание,Самара,Электрик,активный ,Medium,d.F4jb(Pg)ZK&<hb,,,,,
user487,фио487,Слесарь-ремонтник,Производственный блок,Переработка и хранение,Ремонтная бригада,Самара,Слесарь,активный ,Medium,o2V&VO513B8zI|I,d$8&,,,,,
user488,фио488,Водитель погрузчика,Производственный блок,Переработка и хранение,Элеватор Самара,Самара,Водитель ССТ,активный ,Medium,{{y9)uEXrc%l/}LyY],,,,,
user489,фио489,Кладовщик,Производственный блок,Переработка и хранение,Складской учёт,Самара,Кладовщик,активный ,Medium,xN3CxaMj8%g,/L^l*U:,,,,,
user490,фио490,Охранник элеватора,Самара,Административно-хозяйственная,Физическая безопасность,,Охранник,активный ,Low,2(Av9r2jP6v?_$m,,,,,
user491,фио491,Уборщик территории,Самара,Административно-хозяйственная,Клининг,,Уборщик,активный ,Low,<vAfmj3XE]M+xV])#VD,,,,,
user492,фио492,Оператор МЭЗа,Производственный блок,Переработка и хранение,МЭЗ Краснодар,Краснодар,Оператор,активный ,Low,w_=bgu[uPp2>2,,,,,
user493,фио493,Лаборант химик,Производственный блок,Переработка и хранение,Лаборатория МЭЗ,Краснодар,Лаборант,активный ,Medium,wO!W2?WIzoW}}%!,,,,,
user494,фио494,Инженер КИПиА,Производственный блок,Переработка и хранение,Техобслуживание,Краснодар,Инженер КИП,активный ,Medium,qcIS0I0|$sa2U%0,,,,,
user495,фио495,Мастер смены МЭЗа,Производственный блок,Переработка и хранение,МЭЗ Краснодар,Краснодар,Мастер смены,активный ,Medium,;5-H@<m#{k!43],,,,,
user496,фио496,Логист морских перевозок,Логистический блок,Логистика и порты,Морские перевозки,Новороссийск,Логист SAP,активный ,Medium,jP&v5HOi=0CPV);,,,,,
user497,фио497,Диспетчер порта,Логистический блок,Логистика и порты,Терминал Новороссийск,Новороссийск,Диспетчер,активный ,Medium,ITO7=$sqc)2w>cr2+-,,,,,
user498,фио498,Тальман,Логистический блок,Логистика и порты,Портовый учёт,Новороссийск,Тальман,активный ,Medium,2:(0Odw(=r_>)t}uDt,,,,,
user499,фио499,Охранник терминала,Новороссийск,Административно-хозяйственная,Физическая безопасность,,Охранник,активный ,Medium,A})/@[&5Dry1,,,,,
user500,фио500,Уборщик портовых помещений,Новороссийск,Административно-хозяйственная,Клининг,,Уборщик,активный ,Low,li6HvV>IwZl2d!mx,,,,,
